quarter,KIX_CPI_inflation_qoq,kix_cpi_log_diff,kix_cpi_log
1996Q1,0.958809060969422,0.009542416587944691,4.614712602576036
1996Q2,0.993019290967682,0.009881212533539085,4.624593815109575
1996Q3,0.402059703290915,0.004012536032125449,4.628606351141701
1996Q4,0.61781375569138,0.006159131107877571,4.634765482249579
1997Q1,0.768002995153628,0.007650688653783954,4.6424161709033624
1997Q2,0.674434792886589,0.006721706558217042,4.6491378774615795
1997Q3,0.545180393487673,0.0054369966450524615,4.654574874106632
1997Q4,0.50618197610785,0.005049051819319438,4.659623925925952
1998Q1,0.536439806225914,0.0053500609295097645,4.664973986855461
1998Q2,0.646619342533485,0.006445377282577847,4.671419364138039
1998Q3,0.19936353483224,0.0019916506947172236,4.673411014832756
1998Q4,0.380615294053068,0.0037989278677787812,4.677209942700535
1999Q1,0.334454701336354,0.0033389664554981375,4.680548909156033
1999Q2,0.830292172890055,0.0082686420910061,4.688817551247039
1999Q3,0.337330571438248,0.003367628881540658,4.69218518012858
1999Q4,0.675926302649856,0.0067365216273848946,4.698921701755965
2000Q1,0.746986400110745,0.007442102729906563,4.706363804485871
2000Q2,0.788331071899452,0.007852399772502721,4.714216204258374
2000Q3,0.592997664395473,0.005912463533241759,4.720128667791616
2000Q4,0.706332135462641,0.00703849294580857,4.727167160737425
2001Q1,0.631845858552889,0.0062985808133940065,4.733465741550819
2001Q2,1.3108350922438,0.01302317998344669,4.746488921534265
2001Q3,0.185755775323297,0.0018558346263714176,4.748344756160637
2001Q4,0.280256201817329,0.0027986421632901705,4.751143398323927
2002Q1,0.307006888395467,0.0030653658457873573,4.754208764169714
2002Q2,0.427170524737928,0.004262607414158371,4.758471371583872
2002Q3,0.121332201731327,0.0012125865370105023,4.759683958120883
2002Q4,0.376082380369567,0.003753769586767219,4.76343772770765
2003Q1,0.544232365899885,0.00542756772908134,4.768865295436732
2003Q2,0.162608254018708,0.0016247618994267093,4.770490057336159
2003Q3,0.0173141874573162,1.7312688724874473e-4,4.770663184223407
2003Q4,0.252368026752624,0.002520501134100621,4.773183685357508
2004Q1,0.326775198288704,0.003262424484184161,4.776446109841692
2004Q2,0.461838504175304,0.004607753024155656,4.781053862865847
2004Q3,0.105921837158728,0.0010586577956211447,4.782112520661468
2004Q4,0.330388561923822,0.003298439780800562,4.785410960442269
2005Q1,0.211439109913666,0.0021121589201889453,4.787523119362458
2005Q2,0.466691467596764,0.004656058393463848,4.792179177755922
2005Q3,0.249950778035405,0.0024963892063010916,4.794675566962223
2005Q4,0.278364966335966,0.0027797824855521056,4.797455349447775
2006Q1,0.238601086258305,0.002383168858468936,4.799838518306244
2006Q2,0.562151182770914,0.005605770097422519,4.805444288403667
2006Q3,0.208054558841333,0.002078384250762509,4.80752267265443
2006Q4,0.124084664278253,0.0012400774288389425,4.808762750083268
2007Q1,0.273795233656955,0.0027342109726324736,4.811496961055901
2007Q2,0.557950670554122,0.005563998915141953,4.817060959971043
2007Q3,0.151572481732577,0.0015145772659000422,4.818575537236942
2007Q4,0.554540815028303,0.0055300889824374715,4.82410562621938
2008Q1,0.642325829584795,0.006402717086354103,4.830508343305734
2008Q2,0.73859541413871,0.007358811549452614,4.837867154855187
2008Q3,0.449849643797862,0.004488408445428787,4.8423555633006155
2008Q4,-0.253930139323298,-0.0025425308872801104,4.8398130324133355
2009Q1,0.00659377958858241,6.593562208491103e-5,4.83987896803542
2009Q2,0.384551221992814,0.0038381371390737227,4.843717105174494
2009Q3,0.202613451736548,0.0020240846751946417,4.845741189849688
2009Q4,0.231523429145247,0.002312558266161457,4.84805374811585
2010Q1,0.49704679980034,0.0049581560026757,4.853011904118526
2010Q2,0.296373287013754,0.0029593496721578108,4.855971253790684
2010Q3,0.0769366744890926,7.690709340118267e-4,4.856740324724695
2010Q4,0.427576724641509,0.004266652127157621,4.861006976851853
2011Q1,0.637850248722501,0.00635824593226199,4.867365222784115
2011Q2,0.543968895258432,0.00542494728054376,4.8727901700646585
2011Q3,0.142607058822606,0.0014250547152544679,4.874215224779913
2011Q4,0.273015516189981,0.002726435057732023,4.876941659837645
2012Q1,0.509663064140929,0.0050836867808840445,4.882025346618529
2012Q2,0.300849171406318,0.0030039752590772257,4.885029321877607
2012Q3,0.063192733952701,6.317277575222306e-4,4.885661049635129
2012Q4,0.300308924994727,0.0029985889849728047,4.888659638620101
2013Q1,0.433608995184283,0.004326716200990123,4.892986354821092
2013Q2,0.243568040717372,0.002432718945458796,4.895419073766551
2013Q3,0.209399646494072,0.002091807110144493,4.897510880876695
2013Q4,0.2100737391046,0.0020985339276452706,4.89960941480434
2014Q1,0.31579877082232,0.003153011738322865,4.9027624265426635
